id,screen_name,date,link,text,source,sent_bear,sent_neut,sent_bull,matched_tickers
892319690298720256,BenSasse,2017-08-01 05:42:47-04:00,https://www.twitter.com/BenSasse/statuses/892319690298720256,only on weekends https://twitter.com/Thomas_Zwilling/status/891862806529806336 QT @Thomas_Zwilling I was unaware that @BenSasse played the drums for The Breeders. https://www.youtube.com/watch?v=fxvkI9MTQw4,Twitter for Android,0.9991427659988403,0.0007316464325413108,0.00012558975140564144,GOOGL
892353886589116417,marcorubio,2017-08-01 07:58:40-04:00,https://www.twitter.com/marcorubio/statuses/892353886589116417,The @NCAA is out of control. They ruled Central Florida kicker ineligible over YouTube videos https://usat.ly/2vmPr20,Twitter for iPad,0.9996600151062012,6.744841084582731e-05,0.00027256939210928977,GOOGL
892346542807494656,senorrinhatch,2017-08-01 07:29:29-04:00,https://www.twitter.com/senorrinhatch/statuses/892346542807494656,"Yesterday, for the second time in two weeks, @POTUS applied direct pressure on Maduro to release Josh Holt.. https://instagram.com/p/BXPJ_lBD2It/ #utpol http://pbs.twimg.com/media/DGJAcqpXUAANXbG.jpg",Twitter for iPhone,0.9996010661125183,0.0002653210540302098,0.00013360916636884212,META
892384624504168448,RepDrewFerguson,2017-08-01 10:00:48-04:00,https://www.twitter.com/RepDrewFerguson/statuses/892384624504168448,Thank you to Grace for interning in my district office this summer. I appreciate your hard work to assist the people of #GA03 http://pbs.twimg.com/media/DGJjEVIXgAAIKW-.jpg,Twitter Web Client,0.9953173398971558,0.004600406624376774,8.21944122435525e-05,MSFT
892383246620774400,JohnKDelaney,2017-08-01 09:55:20-04:00,https://www.twitter.com/JohnKDelaney/statuses/892383246620774400,Good words from one of the great entrepreneurs of our generation. https://twitter.com/stevecase/status/892366064776089601 QT @SteveCase TODAY is #StartupDay! Let's all thank entrepreneurs across country creating jobs &amp; opportunity… https://www.instagram.com/p/BXQG9K5gNOc/,Twitter for iPhone,0.45667505264282227,0.5432159304618835,0.00010901187488343567,META
892379167978913792,repjoecrowley,2017-08-01 09:39:07-04:00,https://www.twitter.com/repjoecrowley/statuses/892379167978913792,Follow my YouTube channel to stay up-to-date. Click here to subscribe ↓ https://www.youtube.com/subscription_center?add_user=repjoecrowley http://pbs.twimg.com/tweet_video_thumb/DGJeGmjXUAA6t65.jpg https://video.twimg.com/tweet_video/DGJeGmjXUAA6t65.mp4,TweetDeck,0.9999138116836548,8.073482604231685e-05,5.4636270760966e-06,GOOGL
892376879000375296,JECDems,2017-08-01 09:30:02-04:00,https://www.twitter.com/JECDems/statuses/892376879000375296,Wages are tanking since @POTUS took office. More in our weekly snapshot: http://bit.ly/2weBGPy http://pbs.twimg.com/media/DGF_1rxXsAAraiD.jpg,TweetDeck,0.9999712705612183,2.559668428148143e-05,3.1238951123668812e-06,MSFT
892376343710765057,SenRubioPress,2017-08-01 09:27:54-04:00,https://www.twitter.com/SenRubioPress/statuses/892376343710765057,I’m about to go live on Facebook. Tune in here: http://bit.ly/2mezQNV,Twitter Web Client,0.9993448853492737,0.00014851646847091615,0.0005065299919806421,META
892399874397884416,SenJeffMerkley,2017-08-01 11:01:24-04:00,https://www.twitter.com/SenJeffMerkley/statuses/892399874397884416,"@SierraClub As @RealDonaldTrump tries to move us backwards in the fight to #ActOnClimate, it’s up to us to pick up the slack and take charge!",Twitter Web Client,0.9998542070388794,8.247305959230289e-05,6.328484596451744e-05,CRM
892399694730625025,GrassleyPress,2017-08-01 11:00:41-04:00,https://www.twitter.com/GrassleyPress/statuses/892399694730625025,Sen. Grassley welcomes this news: Whistleblower gets job in new accountability office at Trumps' VA http://www.washingtonexaminer.com/article/2630170 via @dcexaminer,Twitter Web Client,0.8137009739875793,0.18617823719978333,0.00012077450810465962,MSFT
892399513691979776,GrassleyPress,2017-08-01 10:59:58-04:00,https://www.twitter.com/GrassleyPress/statuses/892399513691979776,Grassley Welcomes VA's Hiring of Whistleblower for New Whistleblower Office | Chuck Grassley https://www.grassley.senate.gov/news/news-releases/grassley-welcomes-vas-hiring-whistleblower-new-whistleblower-office#.WYCXZve0Q-E.twitter,Twitter Web Client,0.9999831914901733,1.4014092812431045e-05,2.694403292480274e-06,MSFT
892398069995720705,BarbaraLeeSays,2017-08-01 10:54:14-04:00,https://www.twitter.com/BLFF_org/statuses/892397398462537728,"RT @BLFF_org .@nytdavidbrooks definition of an “ideal man” is every woman that runs for office: magnanimous, confident, assertive, &amp; courageous. https://twitter.com/rtraister/status/892377793958469635",Twitter for iPhone,0.9999587535858154,2.651815884746611e-05,1.4826136975898407e-05,MSFT
892390956959498241,RodneyDavis,2017-08-01 10:25:58-04:00,https://www.twitter.com/RodneyDavis/statuses/892390956959498241,Kicking off #IL13 #taxreform listening tour. Last time our tax code was overhauled @ChicagoBears won Super Bowl —&gt; https://www.youtube.com/watch?v=-ufhWDFMPiU,TweetDeck,0.9987673759460449,0.0011963116703554988,3.6302513763075694e-05,GOOGL
892388506076631044,SenatorCantwell,2017-08-01 10:16:14-04:00,https://www.twitter.com/SenatorCantwell/statuses/892388506076631044,"TUNE IN NOW: @SenateFinance hearing to discuss the #AffordableHousing crisis: challenges &amp; solutions
HERE: https://www.facebook.com/senatorcantwell/videos/1980599215550305/",Twitter Web Client,0.9995965361595154,3.4399618016323075e-05,0.0003690748126246035,META
892413422817693696,RepMarcyKaptur,2017-08-01 11:55:14-04:00,https://www.twitter.com/RepMarcyKaptur/statuses/892413422817693696,"Join us in Brook Park, OH on Aug. 3 for a field hearing w/ citizens of the Ninth District on trade and jobs. #NAFTA https://www.facebook.com/events/791436754359623/?ref=3&action_history=null http://pbs.twimg.com/media/DGJ9RtVWsAEQ8EE.jpg",Hootsuite,0.9998787641525269,9.632976434659213e-05,2.4939699869719334e-05,META
892412962933276672,SenThomTillis,2017-08-01 11:53:25-04:00,https://www.twitter.com/SenThomTillis/statuses/892412962933276672,Join me at 5:30pm as I hold a live Facebook Q&amp;A. Submit your questions here: https://www.facebook.com/SenatorThomTillis/videos/1983626101872591/ http://pbs.twimg.com/media/DGJ8GxyXUAUBXLn.jpg,TweetDeck,0.9999240636825562,3.6022160202264786e-05,3.988848766312003e-05,META
892412898969927680,ChuckGrassley,2017-08-01 11:53:10-04:00,https://www.twitter.com/ChuckGrassley/statuses/892412898969927680,Glad to have the opportunity to discuss important business w our new governor https://www.instagram.com/p/BXQcQihgZOu/,Instagram,0.9987071752548218,0.0012274428736418486,6.541128823300824e-05,META
892410861415010307,CongressmanRuiz,2017-08-01 11:45:04-04:00,https://www.twitter.com/CongressmanRuiz/statuses/892410861415010307,"Just hit 10K – thanks to everyone who follows! For more updates from CA-36 and DC, be sure to follow me on Facebook: https://www.facebook.com/CongressmanRaulRuizMD",Twitter for iPhone,0.9992446899414062,0.0007491175783798099,6.177229806780815e-06,META
892407870549098496,RepSanfordSC,2017-08-01 11:33:11-04:00,https://www.twitter.com/RepSanfordSC/statuses/892407870549098496,"Hard to believe it's August 1st.
Headed to Summerville this afternoon to host Neighborhood Office Hours... Stop by! http://pbs.twimg.com/media/DGJ4OR-XsAIwhpl.jpg",Twitter for iPhone,0.9999895095825195,3.893851044267649e-06,6.552448212460149e-06,MSFT
